119.152.136.177,202.141.232.2,fs2e.eobi.gov.pk
119.152.136.177,202.141.232.2,fs2e.eobi.gov.pk
39.45.215.152,125.209.70.52,mlive.lahorenews.tv
119.152.136.177,202.141.232.2,fs2e.eobi.gov.pk
39.53.255.110,202.141.232.2,fs2e.eobi.gov.pk
39.42.160.157,202.142.167.147,img.dunyanews.tv
119.152.136.177,202.141.232.2,fs2e.eobi.gov.pk
203.99.173.174,202.142.164.90,api-fsd.edolphin.pk
196.194.109.195,111.68.110.6,nedapps.neduet.edu.pk:8080
182.191.66.51,202.141.232.2,fs2e.eobi.gov.pk
182.187.89.215,125.209.70.52,imob.dunyanews.tv
39.36.209.49,203.101.184.122,savings.gov.pk
39.57.20.42,202.141.232.2,fs2e.eobi.gov.pk
39.53.184.53,202.141.247.237,202.141.247.237
39.53.255.110,202.141.232.2,fs2e.eobi.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
39.40.211.98,203.101.184.121,www.fpsc.gov.pk
196.194.109.195,111.68.110.6,nedapps.neduet.edu.pk:8080
39.59.188.144,125.209.70.52,mlive.lahorenews.tv
39.63.151.115,125.209.72.226,app.tracko.com
196.194.109.195,111.68.110.6,nedapps.neduet.edu.pk:8080
39.45.215.152,125.209.70.52,mlive.lahorenews.tv
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
39.57.20.42,202.141.232.2,fs2e.eobi.gov.pk
182.179.152.145,125.209.112.221,cms.adsells.biz
39.53.255.110,202.141.232.2,fs2e.eobi.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
39.40.123.197,125.209.70.52,imob.dunyanews.tv
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
182.191.66.51,202.141.232.2,fs2e.eobi.gov.pk
182.187.114.209,203.101.184.121,www.fpsc.gov.pk
39.42.69.46,125.209.72.226,app.tracko.com
39.42.69.46,125.209.72.226,app.tracko.com
119.152.136.177,202.141.232.2,fs2e.eobi.gov.pk
39.57.13.75,203.101.184.122,tracking.dgip.gov.pk
39.40.211.98,203.101.184.121,www.fpsc.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
39.42.79.28,125.209.70.52,mlive.lahorenews.tv
182.179.165.136,125.209.70.52,imob.dunyanews.tv
39.40.211.98,203.101.184.121,www.fpsc.gov.pk
39.53.255.110,202.141.232.2,fs2e.eobi.gov.pk
39.57.20.42,202.141.232.2,fs2e.eobi.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
39.40.211.98,203.101.184.121,www.fpsc.gov.pk
39.40.211.98,203.101.184.121,www.fpsc.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
182.187.89.215,125.209.70.52,imob.dunyanews.tv
39.40.211.98,203.101.184.121,www.fpsc.gov.pk
39.40.211.98,203.101.184.121,www.fpsc.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
203.99.173.174,202.142.164.90,api-fsd.edolphin.pk
39.42.66.193,125.209.70.52,mlive.lahorenews.tv
182.183.2.145,203.101.184.122,nab.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
119.152.136.177,202.141.232.2,fs2e.eobi.gov.pk
39.53.255.110,202.141.232.2,fs2e.eobi.gov.pk
182.191.66.51,202.141.232.2,fs2e.eobi.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
125.209.79.220,203.101.184.121,www.pakistan.gov.pk
39.57.20.42,202.141.232.2,fs2e.eobi.gov.pk
39.40.211.98,203.101.184.121,www.fpsc.gov.pk
39.40.211.98,203.101.184.121,www.fpsc.gov.pk
202.142.178.226,58.27.225.25,i4.ytimg.com
39.36.203.173,203.101.184.121,www.fpsc.gov.pk
39.40.211.98,203.101.184.121,www.fpsc.gov.pk
39.36.203.173,203.101.184.121,www.fpsc.gov.pk
39.40.211.98,203.101.184.121,www.fpsc.gov.pk
39.36.203.173,203.101.184.121,www.fpsc.gov.pk
39.53.136.108,125.209.70.52,vcdn.dunyanews.tv
61.5.145.234,111.68.111.8,ecert.cpsp.edu.pk
61.5.145.234,111.68.111.8,ecert.cpsp.edu.pk
61.5.145.234,111.68.111.8,ecert.cpsp.edu.pk
61.5.145.234,111.68.111.8,ecert.cpsp.edu.pk
61.5.145.234,111.68.111.8,ecert.cpsp.edu.pk
61.5.145.234,111.68.111.8,ecert.cpsp.edu.pk
202.142.178.226,58.27.225.25,i4.ytimg.com
119.153.177.177,125.209.79.83,traveler.bahriatown.com.pk
39.48.99.190,203.101.184.121,www.fpsc.gov.pk
61.5.145.234,111.68.111.8,ecert.cpsp.edu.pk
61.5.145.234,111.68.111.8,ecert.cpsp.edu.pk
61.5.145.234,111.68.111.8,ecert.cpsp.edu.pk
61.5.145.234,111.68.111.8,ecert.cpsp.edu.pk
61.5.145.234,111.68.111.8,ecert.cpsp.edu.pk
61.5.145.234,111.68.111.8,ecert.cpsp.edu.pk
39.44.95.6,202.141.232.2,fs2e.eobi.gov.pk
39.53.211.96,203.101.184.122,www.nespak.com.pk
39.53.255.110,202.141.232.2,fs2e.eobi.gov.pk
39.57.20.42,202.141.232.2,fs2e.eobi.gov.pk
39.53.211.96,203.101.184.122,www.nespak.com.pk
39.50.37.198,125.209.70.52,mlive.lahorenews.tv
182.188.92.75,202.142.167.147,img.dunyanews.tv
182.188.92.75,202.142.167.147,img.dunyanews.tv
182.188.92.75,202.142.167.147,img.dunyanews.tv
182.191.66.51,202.141.232.2,fs2e.eobi.gov.pk
39.53.255.110,202.141.232.2,fs2e.eobi.gov.pk
175.110.88.120,111.68.107.25,www.hec.gov.pk
39.53.76.153,125.209.70.52,imob.dunyanews.tv
39.57.20.42,202.141.232.2,fs2e.eobi.gov.pk
